id_alg,param_1,param_2,param_3,id_dataset,param_4,mean_ind,std_ind,ind_0,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9
11,5,1,5,1,2,0.9200000000000002,0.097979589711327,1.0,1.0,1.0,0.9,0.9,0.9,0.7000000000000002,1.0,0.8,1.0
12,10,1,5,1,2,0.92,0.0979795897113271,1.0,1.0,1.0,0.9,0.9,0.9,0.8,1.0,0.7,1.0
1,-1,0,5,1,3,0.9000000000000001,0.1095445115010331,0.7000000000000002,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.8
2,-1,1,5,1,3,0.94,0.0799999999999999,0.8,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.9,1.0
3,-1,0,10,1,3,0.9200000000000002,0.0871779788708134,0.8,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.9
4,-1,1,10,1,3,0.94,0.0799999999999999,0.8,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.9,1.0
5,5,0,0,1,3,0.94,0.0489897948556635,0.9,0.9,0.9,1.0,1.0,0.9,1.0,1.0,0.9,0.9
6,10,0,0,1,3,0.9200000000000002,0.0748331477354788,0.8,0.9,0.9,1.0,1.0,0.8,1.0,1.0,0.9,0.9
7,5,1,0,1,3,0.93,0.0781024967590665,0.8,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0.9
8,10,1,0,1,3,0.9200000000000002,0.0599999999999999,0.9,0.9,0.9,1.0,1.0,0.9,1.0,0.9,0.8,0.9
9,5,0,5,1,3,0.9200000000000002,0.0871779788708134,0.8,0.9,0.9,1.0,1.0,0.8,1.0,1.0,0.8,1.0
10,10,0,5,1,3,0.93,0.0640312423743284,0.9,0.9,0.9,1.0,1.0,0.8,1.0,1.0,0.9,0.9
11,5,1,5,1,3,0.9200000000000002,0.0871779788708134,0.8,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.9
12,10,1,5,1,3,0.9200000000000002,0.0748331477354788,0.8,0.9,0.9,1.0,1.0,0.8,1.0,1.0,0.9,0.9
1,-1,0,5,1,4,0.91,0.1044030650891054,1.0,1.0,0.8,1.0,1.0,0.9,0.7000000000000002,1.0,0.8,0.9
2,-1,1,5,1,4,0.9000000000000001,0.0999999999999999,1.0,1.0,0.8,0.9,1.0,0.9,0.7000000000000002,1.0,0.8,0.9
3,-1,0,10,1,4,0.91,0.13,1.0,1.0,0.8,1.0,1.0,1.0,0.6,1.0,0.8,0.9
4,-1,1,10,1,4,0.91,0.1044030650891054,1.0,1.0,0.8,1.0,1.0,0.9,0.7000000000000002,1.0,0.8,0.9
5,5,0,0,1,4,0.95,0.0806225774829854,1.0,1.0,0.8,1.0,1.0,1.0,0.9,1.0,0.8,1.0
6,10,0,0,1,4,0.9000000000000001,0.1183215956619923,1.0,0.9,0.9,0.9,1.0,1.0,0.6,1.0,0.8,0.9
7,5,1,0,1,4,0.91,0.1044030650891054,1.0,1.0,0.8,0.9,1.0,1.0,0.7000000000000002,1.0,0.8,0.9
8,10,1,0,1,4,0.9000000000000001,0.1264911064067351,1.0,1.0,0.8,0.9,1.0,1.0,0.6,1.0,0.8,0.9
9,5,0,5,1,4,0.9200000000000002,0.10770329614269,1.0,1.0,0.8,0.9,1.0,1.0,0.7000000000000002,1.0,0.8,1.0
10,10,0,5,1,4,0.91,0.13,1.0,0.9,0.8,1.0,1.0,1.0,0.6,1.0,0.8,1.0
11,5,1,5,1,4,0.91,0.1044030650891054,1.0,1.0,0.8,0.9,1.0,1.0,0.7000000000000002,1.0,0.8,0.9
12,10,1,5,1,4,0.9200000000000002,0.132664991614216,1.0,1.0,0.8,1.0,1.0,1.0,0.6,1.0,0.8,1.0
1,-1,0,5,2,60,0.7013646723646724,0.0395140682285958,0.6777777777777778,0.7148148148148149,0.7562962962962962,0.6622222222222222,0.7618518518518519,0.6551851851851851,0.7192592592592593,0.6677777777777778,0.7384615384615385,0.66
2,-1,1,5,2,60,0.6908319088319088,0.0568225512552007,0.6833333333333332,0.7062962962962963,0.7162962962962963,0.6051851851851852,0.7918518518518519,0.6551851851851851,0.7733333333333333,0.6222222222222222,0.6592307692307692,0.6953846153846154
3,-1,0,10,2,60,0.7007578347578348,0.0458471275815047,0.6648148148148149,0.7148148148148149,0.7533333333333333,0.7077777777777777,0.8003703703703703,0.7062962962962963,0.6407407407407407,0.6648148148148149,0.6576923076923077,0.6969230769230769
4,-1,1,10,2,60,0.6813931623931623,0.0475552760650287,0.6648148148148149,0.7162962962962963,0.6962962962962963,0.6351851851851851,0.7803703703703704,0.7277777777777779,0.6507407407407407,0.6262962962962961,0.6284615384615384,0.6876923076923077
5,5,0,0,2,60,0.6997236467236467,0.0745981189550289,0.6762962962962963,0.7048148148148149,0.7148148148148149,0.6051851851851852,0.8674074074074075,0.7803703703703704,0.6437037037037038,0.6392592592592593,0.7269230769230769,0.6384615384615384
6,10,0,0,2,60,0.6988860398860399,0.0588961183928708,0.6692592592592593,0.6892592592592592,0.7633333333333332,0.5981481481481482,0.8033333333333332,0.7648148148148148,0.6551851851851851,0.6962962962962963,0.6515384615384615,0.6976923076923077
7,5,1,0,2,60,0.6843931623931623,0.0665604198785093,0.6248148148148148,0.7903703703703703,0.7348148148148149,0.5866666666666666,0.7703703703703704,0.7077777777777777,0.6351851851851851,0.6477777777777778,0.6207692307692309,0.7253846153846154
8,10,1,0,2,60,0.6879886039886041,0.0514111215241252,0.6977777777777777,0.6892592592592592,0.7077777777777777,0.5896296296296296,0.7833333333333333,0.7177777777777777,0.6537037037037038,0.6237037037037038,0.7000000000000001,0.716923076923077
9,5,0,5,2,60,0.6792193732193732,0.0428067436487244,0.7062962962962963,0.6992592592592592,0.6907407407407407,0.5981481481481482,0.7277777777777779,0.7277777777777779,0.6166666666666667,0.6962962962962963,0.6407692307692309,0.6884615384615385
10,10,0,5,2,60,0.6947749287749287,0.0461533470480558,0.6892592592592592,0.7292592592592593,0.7077777777777777,0.5981481481481482,0.7548148148148149,0.7462962962962963,0.6737037037037037,0.6492592592592593,0.7292307692307691,0.67
11,5,1,5,2,60,0.7012877492877493,0.0601870200499142,0.5937037037037037,0.6992592592592592,0.7903703703703703,0.6822222222222223,0.7733333333333333,0.7562962962962962,0.6251851851851852,0.7148148148148149,0.7192307692307692,0.6584615384615384
12,10,1,5,2,60,0.6986923076923076,0.0593491694788169,0.6992592592592592,0.7833333333333333,0.7177777777777777,0.5525925925925926,0.7362962962962963,0.7107407407407407,0.6822222222222223,0.6777777777777778,0.6707692307692308,0.7561538461538462
1,-1,0,5,2,1,0.704065527065527,0.0775752568770581,0.6322222222222222,0.7248148148148149,0.7474074074074074,0.8059259259259259,0.6707407407407406,0.7833333333333333,0.5751851851851851,0.7433333333333334,0.7669230769230768,0.5907692307692308
2,-1,1,5,2,1,0.6923931623931624,0.0509152727286947,0.6877777777777779,0.7248148148148149,0.6848148148148149,0.7818518518518518,0.6707407407407406,0.7177777777777777,0.5822222222222222,0.6777777777777778,0.7384615384615385,0.6576923076923077
3,-1,0,10,2,1,0.6826581196581197,0.0611706575390139,0.5837037037037037,0.7433333333333334,0.6848148148148149,0.751851851851852,0.7077777777777777,0.7148148148148149,0.6107407407407408,0.7418518518518519,0.6976923076923077,0.59
4,-1,1,10,2,1,0.6791794871794872,0.0535958271756649,0.5637037037037037,0.7062962962962963,0.7233333333333333,0.7433333333333334,0.7433333333333334,0.6792592592592592,0.6192592592592592,0.6848148148148149,0.6784615384615384,0.6500000000000001
5,5,0,0,2,1,0.6990626780626781,0.0610113244370587,0.6222222222222222,0.6222222222222222,0.7133333333333333,0.7533333333333333,0.7122222222222222,0.8048148148148148,0.7548148148148149,0.6407407407407407,0.7276923076923076,0.6392307692307692
6,10,0,0,2,1,0.6904843304843304,0.0520060697762978,0.6922222222222222,0.6892592592592592,0.7033333333333333,0.7733333333333333,0.6637037037037037,0.7492592592592593,0.6692592592592593,0.6337037037037037,0.7392307692307691,0.5915384615384616
7,5,1,0,2,1,0.7004871794871794,0.0577135558634324,0.7177777777777777,0.6592592592592593,0.7033333333333333,0.751851851851852,0.7562962962962962,0.7848148148148147,0.7148148148148149,0.6351851851851851,0.6992307692307692,0.5823076923076923
8,10,1,0,2,1,0.686045584045584,0.0764206805851693,0.6522222222222221,0.7048148148148149,0.6137037037037038,0.8188888888888888,0.6722222222222223,0.7862962962962963,0.5951851851851852,0.7548148148148149,0.68,0.5823076923076923
9,5,0,5,2,1,0.7126951566951567,0.0516468037984406,0.6622222222222222,0.6522222222222221,0.6662962962962963,0.7988888888888889,0.7207407407407407,0.7677777777777778,0.7277777777777779,0.7533333333333333,0.7376923076923078,0.64
10,10,0,5,2,1,0.7057720797720798,0.0528793981138242,0.6707407407407406,0.7362962962962963,0.7233333333333333,0.7633333333333332,0.7092592592592593,0.7862962962962963,0.6022222222222222,0.6777777777777778,0.7384615384615385,0.6500000000000001
11,5,1,5,2,1,0.7002820512820512,0.0672643472184,0.6051851851851852,0.6962962962962963,0.6607407407407406,0.7618518518518519,0.7462962962962963,0.7392592592592593,0.7362962962962963,0.6207407407407407,0.8153846153846154,0.6207692307692309
12,10,1,5,2,1,0.6941054131054132,0.0399509350989728,0.6622222222222222,0.7077777777777777,0.7062962962962963,0.751851851851852,0.6637037037037037,0.7207407407407407,0.6222222222222222,0.7177777777777777,0.7384615384615385,0.6500000000000001
1,-1,0,5,2,2,0.7054330484330484,0.0316737808132108,0.6992592592592592,0.6918518518518518,0.7133333333333333,0.6522222222222221,0.7218518518518519,0.7333333333333333,0.774814814814815,0.7007407407407408,0.6776923076923077,0.6892307692307692
2,-1,1,5,2,2,0.7205498575498575,0.0434170518262416,0.6833333333333332,0.6962962962962963,0.7588888888888888,0.6607407407407406,0.7703703703703704,0.7718518518518518,0.7848148148148147,0.7007407407407408,0.6784615384615384,0.7000000000000001
3,-1,0,10,2,2,0.6696296296296296,0.0353504085223893,0.6192592592592592,0.6962962962962963,0.6677777777777778,0.6892592592592592,0.7333333333333333,0.6677777777777778,0.7062962962962963,0.6262962962962961,0.6584615384615384,0.6315384615384616
4,-1,1,10,2,2,0.669042735042735,0.0398095587456657,0.6548148148148147,0.6962962962962963,0.7218518518518519,0.6322222222222222,0.7148148148148149,0.6762962962962963,0.6707407407407406,0.7018518518518517,0.6300000000000001,0.5915384615384616
5,5,0,0,2,2,0.7118518518518518,0.0518553128051934,0.7033333333333333,0.7618518518518519,0.7974074074074075,0.7733333333333333,0.7192592592592593,0.7048148148148149,0.7077777777777777,0.6207407407407407,0.6507692307692309,0.6792307692307692
6,10,0,0,2,2,0.6819344729344728,0.0233842413805804,0.6862962962962964,0.6992592592592592,0.6607407407407406,0.6807407407407406,0.6822222222222223,0.7177777777777777,0.7192592592592593,0.6707407407407406,0.6515384615384615,0.6507692307692309
7,5,1,0,2,2,0.7058831908831908,0.0363603049631709,0.6877777777777779,0.7433333333333334,0.6848148148148149,0.7733333333333333,0.7177777777777777,0.6492592592592593,0.7077777777777777,0.7362962962962963,0.6592307692307692,0.6992307692307692
8,10,1,0,2,2,0.6770826210826212,0.0385994030139899,0.6322222222222222,0.6877777777777779,0.6677777777777778,0.6551851851851851,0.7277777777777779,0.6977777777777777,0.7562962962962962,0.6537037037037038,0.6307692307692307,0.6615384615384616
9,5,0,5,2,2,0.7131082621082621,0.0411052595772836,0.6977777777777777,0.7533333333333333,0.7162962962962963,0.7633333333333332,0.7562962962962962,0.6507407407407407,0.6807407407407406,0.7533333333333333,0.6492307692307692,0.7100000000000001
10,10,0,5,2,2,0.702079772079772,0.0515476313935617,0.6877777777777779,0.7148148148148149,0.7433333333333334,0.7377777777777779,0.7818518518518518,0.6222222222222222,0.7462962962962963,0.6151851851851851,0.6707692307692308,0.7007692307692308
11,5,1,5,2,2,0.7000227920227922,0.0386184806851562,0.6592592592592593,0.7077777777777777,0.7433333333333334,0.7207407407407407,0.6592592592592593,0.6822222222222223,0.7292592592592593,0.6422222222222222,0.6884615384615385,0.7676923076923077
12,10,1,5,2,2,0.7013703703703704,0.0503247647927459,0.7062962962962963,0.6692592592592593,0.8174074074074075,0.7022222222222221,0.7277777777777779,0.6322222222222222,0.7477777777777778,0.6707407407407406,0.6584615384615384,0.6815384615384615
1,-1,0,5,2,3,0.7060313390313391,0.0383744461868197,0.6822222222222223,0.7833333333333333,0.6877777777777779,0.7448148148148148,0.7277777777777779,0.7362962962962963,0.6948148148148149,0.6748148148148149,0.6776923076923077,0.6507692307692309
2,-1,1,5,2,3,0.7179829059829059,0.0347269555981824,0.6377777777777778,0.7448148148148148,0.6933333333333334,0.7377777777777779,0.6877777777777779,0.7362962962962963,0.7233333333333333,0.7333333333333333,0.7669230769230768,0.7184615384615384
3,-1,0,10,2,3,0.683014245014245,0.0431402099963017,0.6322222222222222,0.6692592592592593,0.6607407407407406,0.7718518518518518,0.7318518518518519,0.6777777777777778,0.6762962962962963,0.6462962962962963,0.7246153846153846,0.6392307692307692
4,-1,1,10,2,3,0.7075384615384614,0.0371580516959328,0.7177777777777777,0.7418518518518519,0.6777777777777778,0.7548148148148149,0.7233333333333333,0.7533333333333333,0.6948148148148149,0.6962962962962963,0.6276923076923077,0.6876923076923077
5,5,0,0,2,3,0.6992393162393162,0.0428349090486095,0.6592592592592593,0.7177777777777777,0.7277777777777779,0.6607407407407406,0.6592592592592593,0.7933333333333332,0.7362962962962963,0.6633333333333333,0.7061538461538461,0.6684615384615384
6,10,0,0,2,3,0.6829287749287749,0.0667278286173597,0.6907407407407407,0.7092592592592593,0.5796296296296296,0.7292592592592593,0.7918518518518519,0.7733333333333333,0.6607407407407406,0.6237037037037038,0.6007692307692308,0.67
7,5,1,0,2,3,0.6976638176638177,0.0663902847205579,0.7162962962962963,0.7248148148148149,0.6551851851851851,0.7848148148148147,0.7974074074074075,0.7348148148148149,0.7062962962962963,0.6677777777777778,0.5892307692307692,0.5999999999999999
8,10,1,0,2,3,0.6782250712250713,0.0447733883181858,0.6337037037037037,0.7177777777777777,0.6266666666666666,0.7562962962962962,0.7048148148148149,0.7092592592592593,0.6977777777777777,0.6051851851851852,0.6692307692307693,0.6615384615384616
9,5,0,5,2,3,0.6701538461538462,0.0394831528556266,0.6537037037037038,0.6807407407407406,0.6166666666666667,0.7192592592592593,0.6877777777777779,0.7533333333333333,0.6407407407407407,0.6577777777777778,0.6300000000000001,0.6615384615384616
10,10,0,5,2,3,0.7003247863247863,0.0654993217620561,0.7192592592592593,0.6722222222222223,0.6451851851851852,0.7848148148148147,0.8018518518518519,0.7462962962962963,0.6622222222222222,0.5737037037037037,0.67,0.7276923076923076
11,5,1,5,2,3,0.6678717948717948,0.0645630325134142,0.6537037037037038,0.7277777777777779,0.5966666666666666,0.6907407407407407,0.7277777777777779,0.7548148148148149,0.6337037037037037,0.5281481481481481,0.686153846153846,0.6792307692307692
12,10,1,5,2,3,0.7115783475783475,0.0526514599259676,0.6722222222222223,0.7107407407407407,0.6266666666666666,0.7948148148148149,0.8003703703703703,0.7362962962962963,0.6607407407407406,0.6877777777777779,0.7269230769230769,0.6992307692307692
1,-1,0,5,2,4,0.697037037037037,0.0418247164362942,0.6337037037037037,0.6933333333333334,0.751851851851852,0.6992592592592592,0.6792592592592592,0.7648148148148148,0.6692592592592593,0.7488888888888888,0.6692307692307693,0.6607692307692308
2,-1,1,5,2,4,0.6865811965811965,0.0334287382342003,0.7088888888888889,0.7048148148148149,0.7348148148148149,0.6792592592592592,0.6407407407407407,0.7348148148148149,0.6707407407407406,0.6548148148148147,0.64,0.6969230769230769
3,-1,0,10,2,4,0.6878062678062677,0.053921093783739,0.5907407407407407,0.6507407407407407,0.7448148148148148,0.7718518518518518,0.6577777777777778,0.7218518518518519,0.7062962962962963,0.6962962962962963,0.6199999999999999,0.7176923076923077
4,-1,1,10,2,4,0.6843732193732193,0.0554157716201382,0.7033333333333333,0.6222222222222222,0.6862962962962964,0.7703703703703704,0.7062962962962963,0.7703703703703704,0.6777777777777778,0.6862962962962964,0.5999999999999999,0.6207692307692309
5,5,0,0,2,4,0.6885470085470085,0.0320926254403937,0.6507407407407407,0.6977777777777777,0.7533333333333333,0.6777777777777778,0.6392592592592593,0.7048148148148149,0.6892592592592592,0.7248148148148149,0.6776923076923077,0.67
6,10,0,0,2,4,0.7078148148148149,0.0264147617224459,0.7462962962962963,0.7292592592592593,0.7077777777777777,0.7448148148148148,0.6637037037037037,0.7092592592592593,0.7092592592592593,0.7077777777777777,0.6892307692307692,0.6707692307692308
7,5,1,0,2,4,0.6914045584045585,0.0517979621185594,0.7348148148148149,0.7033333333333333,0.7648148148148148,0.6877777777777779,0.7177777777777777,0.7433333333333334,0.5837037037037037,0.6792592592592592,0.6692307692307693,0.6300000000000001
8,10,1,0,2,4,0.6995897435897436,0.0271281213514744,0.6807407407407406,0.7077777777777777,0.7562962962962962,0.6948148148148149,0.6937037037037037,0.7248148148148149,0.7192592592592593,0.6692592592592593,0.6592307692307692,0.6900000000000001
9,5,0,5,2,4,0.7268062678062679,0.0263895506105253,0.7162962962962963,0.7648148148148148,0.7462962962962963,0.6892592592592592,0.7192592592592593,0.7648148148148148,0.6977777777777777,0.751851851851852,0.7076923076923077,0.7100000000000001
10,10,0,5,2,4,0.7159914529914528,0.0368320870043432,0.7548148148148149,0.6522222222222221,0.7162962962962963,0.7077777777777777,0.7077777777777777,0.7662962962962963,0.6622222222222222,0.7648148148148148,0.7184615384615384,0.7092307692307691
11,5,1,5,2,4,0.6923048433048433,0.0461446500810003,0.6992592592592592,0.7077777777777777,0.7133333333333333,0.7562962962962962,0.6422222222222222,0.7533333333333333,0.6992592592592592,0.6792592592592592,0.6792307692307692,0.5930769230769231
12,10,1,5,2,4,0.7069971509971509,0.0443667159447453,0.6892592592592592,0.6551851851851851,0.8003703703703703,0.6792592592592592,0.6707407407407406,0.751851851851852,0.7462962962962963,0.7177777777777777,0.6984615384615386,0.6607692307692308
1,-1,0,5,3,60,0.7193181818181819,0.0808834284136101,0.8545454545454546,0.6636363636363637,0.5727272727272728,0.6227272727272727,0.7181818181818181,0.759090909090909,0.8090909090909092,0.763888888888889,0.7424242424242425,0.6868686868686869
2,-1,1,5,3,60,0.7526767676767677,0.0865224041255897,0.8590909090909091,0.8090909090909092,0.6227272727272727,0.5636363636363636,0.8090909090909092,0.8090909090909092,0.7636363636363637,0.7500000000000002,0.787878787878788,0.7525252525252525
3,-1,0,10,3,60,0.7231313131313131,0.1063238196119563,0.8545454545454546,0.7136363636363636,0.5727272727272728,0.5681818181818181,0.9045454545454544,0.759090909090909,0.8181818181818181,0.6666666666666667,0.6868686868686869,0.6868686868686869
4,-1,1,10,3,60,0.7241161616161615,0.1146919129646901,0.8590909090909091,0.8090909090909092,0.5727272727272728,0.6181818181818182,0.9045454545454544,0.6772727272727272,0.7181818181818181,0.5972222222222222,0.8434343434343434,0.6414141414141414
5,5,0,0,3,60,0.7637121212121213,0.1181307652182611,0.9090909090909092,0.7136363636363636,0.4772727272727273,0.7090909090909092,0.7181818181818181,0.8545454545454546,0.8045454545454546,0.763888888888889,0.898989898989899,0.787878787878788
6,10,0,0,3,60,0.756969696969697,0.0926359004932641,0.7636363636363637,0.9045454545454544,0.6136363636363636,0.7181818181818181,0.9045454545454544,0.8,0.7136363636363636,0.7777777777777777,0.7424242424242425,0.6313131313131313
7,5,1,0,3,60,0.7868939393939395,0.0722808663862461,0.8090909090909092,0.759090909090909,0.7090909090909092,0.7181818181818181,0.8136363636363637,0.8545454545454546,0.7090909090909092,0.8194444444444443,0.9444444444444444,0.7323232323232324
8,10,1,0,3,60,0.7951010101010101,0.0628178277377174,0.8136363636363637,0.8590909090909091,0.7181818181818181,0.6727272727272727,0.8545454545454546,0.759090909090909,0.8090909090909092,0.7777777777777777,0.8888888888888888,0.7979797979797981
9,5,0,5,3,60,0.7793181818181819,0.0712280992534037,0.8136363636363637,0.8090909090909092,0.6136363636363636,0.85,0.8545454545454546,0.8090909090909092,0.7136363636363636,0.763888888888889,0.8333333333333334,0.7323232323232324
10,10,0,5,3,60,0.7699747474747476,0.0844501570309298,0.7090909090909092,0.7090909090909092,0.7136363636363636,0.6681818181818181,0.85,0.8045454545454546,0.8045454545454546,0.8194444444444443,0.9444444444444444,0.6767676767676768
11,5,1,5,3,60,0.7579292929292929,0.0861581375782458,0.7136363636363636,0.8090909090909092,0.8045454545454546,0.5636363636363636,0.85,0.7136363636363636,0.8545454545454546,0.6944444444444444,0.8333333333333334,0.7424242424242425
12,10,1,5,3,60,0.7965151515151515,0.0764358358116458,0.8545454545454546,0.759090909090909,0.6681818181818181,0.7090909090909092,0.9090909090909092,0.7636363636363637,0.8090909090909092,0.8611111111111112,0.8888888888888888,0.7424242424242425
1,-1,0,5,3,1,0.7281313131313132,0.0780589990057718,0.8090909090909092,0.8590909090909091,0.7136363636363636,0.6636363636363637,0.759090909090909,0.8090909090909092,0.7181818181818181,0.6111111111111112,0.7171717171717171,0.6212121212121212
2,-1,1,5,3,1,0.7706060606060606,0.0653812409073539,0.7090909090909092,0.8636363636363636,0.8636363636363636,0.7136363636363636,0.6727272727272727,0.8090909090909092,0.8090909090909092,0.7500000000000002,0.8080808080808081,0.7070707070707071
3,-1,0,10,3,1,0.7538636363636363,0.0597178228887694,0.8090909090909092,0.8636363636363636,0.7636363636363637,0.7181818181818181,0.759090909090909,0.759090909090909,0.7636363636363637,0.763888888888889,0.7171717171717171,0.6212121212121212
4,-1,1,10,3,1,0.730959595959596,0.0862655388290739,0.6636363636363637,0.7181818181818181,0.7636363636363637,0.6181818181818182,0.6227272727272727,0.8090909090909092,0.8590909090909091,0.7500000000000002,0.8535353535353535,0.6515151515151516
5,5,0,0,3,1,0.8044949494949496,0.0903313431537673,0.8545454545454546,0.8136363636363637,0.8545454545454546,0.7090909090909092,0.7636363636363637,0.8545454545454546,0.8590909090909091,0.5833333333333334,0.898989898989899,0.8535353535353535
6,10,0,0,3,1,0.7651767676767677,0.0750825524314705,0.8090909090909092,0.8090909090909092,0.8045454545454546,0.7636363636363637,0.6727272727272727,0.7681818181818182,0.8590909090909091,0.6250000000000001,0.8535353535353535,0.6868686868686869
7,5,1,0,3,1,0.7416666666666667,0.0575013918109634,0.759090909090909,0.7636363636363637,0.7181818181818181,0.7545454545454546,0.6636363636363637,0.8045454545454546,0.8090909090909092,0.638888888888889,0.8080808080808081,0.696969696969697
8,10,1,0,3,1,0.8032575757575758,0.0995673767301703,0.6636363636363637,0.8545454545454546,0.759090909090909,0.8090909090909092,0.759090909090909,0.6681818181818181,1.0,0.9027777777777776,0.8636363636363636,0.7525252525252525
9,5,0,5,3,1,0.7717676767676768,0.0730640525841706,0.7181818181818181,0.9045454545454544,0.6636363636363637,0.7045454545454546,0.7136363636363636,0.75,0.8590909090909091,0.8333333333333334,0.7626262626262625,0.8080808080808081
10,10,0,5,3,1,0.7732070707070708,0.0777162988361207,0.8,0.8545454545454546,0.7090909090909092,0.6590909090909092,0.6727272727272727,0.8045454545454546,0.9,0.7361111111111112,0.8535353535353535,0.7424242424242425
